task_id,annotation_id,completed_by,relevance_choice,annotation_created_at,company_name,post_date,comment_id,parent_id,comment_text,comment_date,comment_type,reaction_count,before_DEI,has_DEI,root_id,depth,sibling_count,time_since_root,cleaned_text,full_text
113,113,1,1 (Relevant),2025-04-20T20:17:15.684204Z,Costco,2025-01-23 09:00:00,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzExMDQxMzE1NDQ3NzcxNzY=,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzE2NzA5NzM4NjcxNDk5OTE=,lmao you spent money on postage to send them a cut up card?,2025-01-25,reply,14,0,1,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzE2NzA5NzM4NjcxNDk5OTE=,1,5,0 days,lmao you spent money on postage to send them a cut up card?,"you think by making your x account ""inactive"" you won't be able to hear what people think of you... think again! your dei stance, has force me to move to sams. my membership was up in february anyways. i bought the sam's club today, and i cut up your card and sent it back to your main office in wa. i hope you can survive off of people that endorse dei. → lmao you spent money on postage to send them a cut up card?"
114,114,1,0 (Not Relevant),2025-04-20T20:17:24.204758Z,Delta,2025-02-17 14:08:00,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzExNTc2NDE5NzkxMzQ3NzI=,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzQxMDY4NjE0Mjk2MDMxMjU=,upside down.,2025-02-22,reply,3,0,1,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzEwOTcwMjM3MjU1MTQ2MTU=,2,0,0 days,upside down.,havent heard of this kind of accident before. glad the people are safe . im sure the crew sprang into action to evacuate and were trained well im sure . → what type of accident was it? → upside down.
115,115,1,1 (Relevant),2025-04-20T20:17:30.754468Z,Costco,2025-01-27 15:18:00,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzExNTI3OTIwMjI4OTQ5Nzk=,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzE3MjQ4MjE1NDEzOTc5MzA=,Good.,2025-02-01,reply,0,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzE3MjQ4MjE1NDEzOTc5MzA=,1,15,0 days,good.,glad i saw your dei commercial on tv today. i just removed my auto renewal card from my costco account and i wont be shopping with you again. good bye for ever. → good.
116,116,1,0 (Not Relevant),2025-04-20T20:17:41.157270Z,Delta,2025-02-18 06:49:00,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzU0NDE1NTgyNTM0NTI1NA==,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzkzODM3MDk5MTQwMDk5NA==,"the right landing gear went thru the wing spar that held on the right wing. When the right wing separated from the aircraft, the left wing was still moving forward and producing lift. So the left wing lifted straight up in the air and rolled the entire fuselage over with it.",2025-02-22,reply,2,0,1,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzkzOTk0NTUwMTY2MDg5MQ==,4,0,0 days,"the right landing gear went thru the wing spar that held on the right wing. when the right wing separated from the aircraft, the left wing was still moving forward and producing lift. so the left wing lifted straight up in the air and rolled the entire fuselage over with it.","what kind of error would cause a jet to flip over on ice? → crushed landing gear on the right caused the wing to hit the ground and speed/lift on the left wing flipped the plane. → the right landing gear went thru the wing spar that held on the right wing. when the right wing separated from the aircraft, the left wing was still moving forward and producing lift. so the left wing lifted straight up in the air and rolled the entire fuselage over with it."
117,117,1,0 (Not Relevant),2025-04-20T20:17:48.729816Z,Costco,2025-02-18 15:25:00,Y29tbWVudDoxMDQ3NDEzOTcwNzUwMDk5Xzk4NjQyMDYwMzM5OTQ1OA==,,Have never bought gas at Costco.,2025-02-23,initial,2,0,1,Y29tbWVudDoxMDQ3NDEzOTcwNzUwMDk5Xzk4NjQyMDYwMzM5OTQ1OA==,0,377,0 days,have never bought gas at costco.,have never bought gas at costco.
118,118,1,0 (Not Relevant),2025-04-20T20:17:56.364738Z,Delta,2025-02-19 14:53:00,Y29tbWVudDoxMDI2MTU4MjY5NTMzMDg1Xzk2MzIzMTU2MjQ0MjcyOQ==,Y29tbWVudDoxMDI2MTU4MjY5NTMzMDg1XzYzMTk3ODY3NTg5ODc1Mw==,"DL FAs already make 40% to 60% more than Endeavor FAs, and we at EDV, DO NOT get a cent of profit sharing. ED just said we are trained the same as ML.",2025-02-22,reply,1,0,1,Y29tbWVudDoxMDI2MTU4MjY5NTMzMDg1XzYzMTk3ODY3NTg5ODc1Mw==,1,4,0 days,"dl fas already make 40% to 60% more than endeavor fas, and we at edv, do not get a cent of profit sharing. ed just said we are trained the same as ml.","now give all delta flight attendants and crew members a raise ed and more paid time off for mental health → dl fas already make 40% to 60% more than endeavor fas, and we at edv, do not get a cent of profit sharing. ed just said we are trained the same as ml."
119,119,1,0 (Not Relevant),2025-04-20T20:18:00.974990Z,Google,2025-01-30 14:51:00,Y29tbWVudDoxMTczMjk0MzcwODE4NjYyXzEzMzc1MzIwNjA2MDExODc=,,Count me in,2025-02-06,initial,0,0,0,Y29tbWVudDoxMTczMjk0MzcwODE4NjYyXzEzMzc1MzIwNjA2MDExODc=,0,112,0 days,count me in,count me in
120,120,1,0 (Not Relevant),2025-04-20T20:18:04.857244Z,Delta,2025-01-22 09:00:00,Y29tbWVudDoxMDA1NjUzODk0OTE2ODU2Xzk2MjA2NTMxODc1ODYxMA==,,A chiropractor after taking Delta there....,2025-01-31,initial,2,1,1,Y29tbWVudDoxMDA1NjUzODk0OTE2ODU2Xzk2MjA2NTMxODc1ODYxMA==,0,183,0 days,a chiropractor after taking delta there....,a chiropractor after taking delta there....
121,121,1,1 (Relevant),2025-04-20T20:18:10.884653Z,Costco,2025-01-21 12:00:00,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2Xzg4MDMxMjI4MTY0ODMyNDY=,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2XzEzNDM0NzA5ODM2ODM5NTA=,you sound pretty sure about that.,2025-01-31,reply,1,0,1,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2XzEzNDM0NzA5ODM2ODM5NTA=,1,1,0 days,you sound pretty sure about that.,"costco, please stand firm in maintaining your commitment to dei. my husband and i have been loyal costco customers for nearly 40 years. we regularly shop at costco both at our local warehouse and online. in appreciation for your commitment to dei an... see more → hell no!!!!! → you sound pretty sure about that."
122,122,1,0 (Not Relevant),2025-04-20T20:18:16.037117Z,Costco,2025-01-14 09:15:00,Y29tbWVudDoxMDIxMzAxNjkwMDI3OTk0XzExNzU5NTc0Mzc0NTE2MDA=,,Good!!!,2025-01-31,initial,0,0,1,Y29tbWVudDoxMDIxMzAxNjkwMDI3OTk0XzExNzU5NTc0Mzc0NTE2MDA=,0,91,0 days,good!!!,good!!!
123,123,1,1 (Relevant),2025-04-20T20:18:23.570494Z,Delta,2025-02-19 14:53:00,Y29tbWVudDoxMDI2MTU4MjY5NTMzMDg1XzY0Mzc0MTcyODExNjE4NQ==,Y29tbWVudDoxMDI2MTU4MjY5NTMzMDg1XzY1MzU1ODY3Mzk5ODYxOQ==,Well that escalated fast!,2025-02-22,reply,1,0,1,Y29tbWVudDoxMDI2MTU4MjY5NTMzMDg1XzE5NzczODEyNTYwNzM3NjU=,2,3,0 days,well that escalated fast!,"endeavor is a program which brags about unqualified dei hires like the one that crashed this plane and having all female crews. delta is a death trap and this is the result. → show us on the doll where dei hurt you. oh wait, you have no idea what it actually is. → well that escalated fast!"
124,124,1,0 (Not Relevant),2025-04-20T20:18:28.454912Z,Costco,2025-01-10 10:01:00,Y29tbWVudDoxMDE4NTI1NDQzNjM4OTUyXzQ4NDYyMTY4NDY3NTkzNg==,,Just bought this and it is good!,2025-01-17,initial,4,1,1,Y29tbWVudDoxMDE4NTI1NDQzNjM4OTUyXzQ4NDYyMTY4NDY3NTkzNg==,0,72,0 days,just bought this and it is good!,just bought this and it is good!
125,125,1,0 (Not Relevant),2025-04-20T20:18:32.572598Z,Delta,2025-02-18 06:49:00,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzYwMDU4ODk5NjEyMjQ1NA==,,Name the pilots,2025-02-22,initial,0,0,1,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzYwMDU4ODk5NjEyMjQ1NA==,0,510,0 days,name the pilots,name the pilots
126,126,1,0 (Not Relevant),2025-04-20T20:18:36.997019Z,Costco,2025-01-27 15:18:00,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzQzODcxNzcxMjY1NTcyMw==,,I will not be shopping at costco!,2025-02-01,initial,0,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzQzODcxNzcxMjY1NTcyMw==,0,899,0 days,i will not be shopping at costco!,i will not be shopping at costco!
127,127,1,0 (Not Relevant),2025-04-20T20:18:45.924387Z,Costco,2025-02-11 14:38:00,Y29tbWVudDoxMDQxOTQ2MTUxMjk2ODgxXzU1MDUwNzM2ODAxMDYyMA==,,And do what with them?,2025-02-16,initial,5,0,1,Y29tbWVudDoxMDQxOTQ2MTUxMjk2ODgxXzU1MDUwNzM2ODAxMDYyMA==,0,130,0 days,and do what with them?,and do what with them?
128,128,1,0 (Not Relevant),2025-04-20T20:18:52.263133Z,Costco,2025-01-31 09:00:00,Y29tbWVudDoxMDMzNzQ5ODUyMTE2NTExXzk2OTM2MjIyODYyNzE1MA==,,whats this about a costco strike? in what states?,2025-02-01,initial,1,0,1,Y29tbWVudDoxMDMzNzQ5ODUyMTE2NTExXzk2OTM2MjIyODYyNzE1MA==,0,157,0 days,whats this about a costco strike? in what states?,whats this about a costco strike? in what states?
129,129,1,1 (Relevant),2025-04-20T20:18:58.174172Z,Costco,2025-02-11 09:00:00,Y29tbWVudDoxMDQxNzYyOTI3OTgxODcwXzExNTU4NjE1OTIzOTMyMTQ=,Y29tbWVudDoxMDQxNzYyOTI3OTgxODcwXzgyODIwNTI2Mjc4MjY5Mg==,another person who doesn’t understand DEI,2025-02-16,reply,19,0,1,Y29tbWVudDoxMDQxNzYyOTI3OTgxODcwXzgyODIwNTI2Mjc4MjY5Mg==,1,12,0 days,another person who doesnt understand dei,how much money are your executives getting to hire dei people i stead of those who can do the job????? greedy much? → another person who doesnt understand dei
130,130,1,0 (Not Relevant),2025-04-20T20:19:02.559056Z,Target,2025-02-02 11:06:00,Y29tbWVudDoxMTcxMzM2NDkxMDE4NDA3XzE2MTQwMDI0Mzk0NzUyMjI=,,The hypocrisy.,2025-02-07,initial,0,0,0,Y29tbWVudDoxMTcxMzM2NDkxMDE4NDA3XzE2MTQwMDI0Mzk0NzUyMjI=,0,719,0 days,the hypocrisy.,the hypocrisy.
131,131,1,1 (Relevant),2025-04-20T20:19:17.043599Z,Costco,2025-01-26 19:21:00,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzEwMzM3NjM2OTg1ODA5MDI=,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzExMTY2NjU2OTM1MzM3MDQ=,"Nope, your opinion is not fact. You have seen editorial cartoons and this meme clearly illustrates the hypocrisy of anti-DEI whiners. Good luck with those egg prices.",2025-02-01,reply,0,0,1,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzExMTY2NjU2OTM1MzM3MDQ=,1,0,0 days,"nope, your opinion is not fact. you have seen editorial cartoons and this meme clearly illustrates the hypocrisy of anti-dei whiners. good luck with those egg prices.","hiding behind a meme is not engaging in meaningful discourse. original thought rather than using someone else's property is important to understanding. → nope, your opinion is not fact. you have seen editorial cartoons and this meme clearly illustrates the hypocrisy of anti-dei whiners. good luck with those egg prices."
132,132,1,0 (Not Relevant),2025-04-20T20:19:25.708297Z,Costco,2025-02-05 10:15:00,Y29tbWVudDoxMDM3NDU4MTExNzQ1Njg1XzEzNDk1NjQ4NjkzNzI4MzE=,,Are you ashamed to show the price per pound? $8 off doesn’t mean a thing!,2025-02-09,initial,4,0,1,Y29tbWVudDoxMDM3NDU4MTExNzQ1Njg1XzEzNDk1NjQ4NjkzNzI4MzE=,0,293,0 days,are you ashamed to show the price per pound? $8 off doesnt mean a thing!,are you ashamed to show the price per pound? $8 off doesnt mean a thing!
133,133,1,1 (Relevant),2025-04-20T20:19:33.790291Z,Costco,2025-01-26 19:20:00,Y29tbWVudDoxMDMwNDA2MTQ5MTE3NTQ4Xzk0MzAwMjYwNzUzODQ5Mg==,Y29tbWVudDoxMDMwNDA2MTQ5MTE3NTQ4XzI3MjA0OTEyMzgxMzc1MzM=,"not all money is good money. Costco knows that and the message of diversity, equality, and inclusion for everyone is worth a hell of a lot more than the greed and evil that is be pushed at them at this point.",2025-02-01,reply,2,0,1,Y29tbWVudDoxMDMwNDA2MTQ5MTE3NTQ4XzE4MDY2MTAzMzM0NzQ2Nzg=,4,0,0 days,"not all money is good money. costco knows that and the message of diversity, equality, and inclusion for everyone is worth a hell of a lot more than the greed and evil that is be pushed at them at this point.","humans and morals over over profits is probably something you know absolutely nothing about. not only that costco is receiving an overwhelming amount of support. i personally just brought 5 annual memberships yesterday as gifts for family. → i would take that gift and burn it. → not all money is good money. costco knows that and the message of diversity, equality, and inclusion for everyone is worth a hell of a lot more than the greed and evil that is be pushed at them at this point."
134,134,1,0 (Not Relevant),2025-04-20T20:19:40.775453Z,Google,2025-02-24 12:07:00,Y29tbWVudDoxMTkwNjgwNTY1NzQ2NzA5XzEwMzIwMTI0NTg3MTE1MjQ=,,When you will launch the stable version of Gemini 2.0 pro ?!,2025-02-27,initial,4,0,0,Y29tbWVudDoxMTkwNjgwNTY1NzQ2NzA5XzEwMzIwMTI0NTg3MTE1MjQ=,0,196,0 days,when you will launch the stable version of gemini 2.0 pro ?!,when you will launch the stable version of gemini 2.0 pro ?!
135,135,1,0 (Not Relevant),2025-04-20T20:19:44.333452Z,Google,2025-01-23 10:38:00,Y29tbWVudDoxMTY4MjcyMzc3OTg3NTI4XzYwMDYwMTgzMjU4NDU1MQ==,,Ya rabbal alamin,2025-01-23,initial,1,1,0,Y29tbWVudDoxMTY4MjcyMzc3OTg3NTI4XzYwMDYwMTgzMjU4NDU1MQ==,0,189,0 days,ya rabbal alamin,ya rabbal alamin
136,136,1,0 (Not Relevant),2025-04-20T20:19:48.546309Z,Target,2025-01-24 08:17:00,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzEzNjQ1Njg5OTQ1NjA5MzM=,,So disappointed.,2025-01-31,initial,1,0,0,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzEzNjQ1Njg5OTQ1NjA5MzM=,0,488,0 days,so disappointed.,so disappointed.
137,137,1,0 (Not Relevant),2025-04-20T20:19:52.615551Z,Costco,2025-01-13 11:00:00,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzE1MTg5MDg5MTIxMzYzNzg=,,Is this for Canada or for the U.S. If it is for Canada where can I purchase them?,2025-01-24,initial,1,0,1,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzE1MTg5MDg5MTIxMzYzNzg=,0,272,0 days,is this for canada or for the u.s. if it is for canada where can i purchase them?,is this for canada or for the u.s. if it is for canada where can i purchase them?
138,138,1,1 (Relevant),2025-04-20T20:19:56.900531Z,Target,2025-02-04 15:08:00,Y29tbWVudDoxMTcyODQzMTI0MjAxMDc3Xzk5NDk3MDcxNTg2MDI3Nw==,,Won’t shop at target until they put DEI programs back !!,2025-02-07,initial,53,0,0,Y29tbWVudDoxMTcyODQzMTI0MjAxMDc3Xzk5NDk3MDcxNTg2MDI3Nw==,0,155,0 days,wont shop at target until they put dei programs back !!,wont shop at target until they put dei programs back !!
139,139,1,0 (Not Relevant),2025-04-20T20:20:05.993635Z,Costco,2025-01-28 15:40:00,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzQxMzEwMDg3MjM4NTA1NDQ=,,I have an Exective Membership and will continue to support Costco. Stay strong Costco.,2025-02-01,initial,0,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzQxMzEwMDg3MjM4NTA1NDQ=,0,520,0 days,i have an exective membership and will continue to support costco. stay strong costco.,i have an exective membership and will continue to support costco. stay strong costco.
140,140,1,0 (Not Relevant),2025-04-20T20:20:15.992705Z,Delta,2025-02-13 09:30:00,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzY0ODY2NTQ3NzYyODI5NA==,,"Just got told by their customer service rep that the pilots and stewards all over slept. Meanwhile they just keep pn delaying us over and over and over. Gave the entire flight rooms last night, spent almost 45 minutes waiting to get bags back. Get to the hotel only to get up to be back here by 430am just to get the flight delayed some more. After rechecking bags, we get all the way to TSA just to find out that we mow have to have a paper ticket since the flights were supposed to yesterday. You'd think for what Delta charges we wouldn't be getting treated like crap. Common sense would be to tell everyone that's rechecking their bags they need a paper boarding pass instead of making them walk back and forth several times. We watched this happen to several people.",2025-02-22,initial,6,0,1,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzY0ODY2NTQ3NzYyODI5NA==,0,480,0 days,"just got told by their customer service rep that the pilots and stewards all over slept. meanwhile they just keep pn delaying us over and over and over. gave the entire flight rooms last night, spent almost 45 minutes waiting to get bags back. get to the hotel only to get up to be back here by 430am just to get the flight delayed some more. after rechecking bags, we get all the way to tsa just to find out that we mow have to have a paper ticket since the flights were supposed to yesterday. you'd think for what delta charges we wouldn't be getting treated like crap. common sense would be to tell everyone that's rechecking their bags they need a paper boarding pass instead of making them walk back and forth several times. we watched this happen to several people.","just got told by their customer service rep that the pilots and stewards all over slept. meanwhile they just keep pn delaying us over and over and over. gave the entire flight rooms last night, spent almost 45 minutes waiting to get bags back. get to the hotel only to get up to be back here by 430am just to get the flight delayed some more. after rechecking bags, we get all the way to tsa just to find out that we mow have to have a paper ticket since the flights were supposed to yesterday. you'd think for what delta charges we wouldn't be getting treated like crap. common sense would be to tell everyone that's rechecking their bags they need a paper boarding pass instead of making them walk back and forth several times. we watched this happen to several people."
141,141,1,1 (Relevant),2025-04-20T20:20:20.811500Z,Delta,2025-02-17 14:08:00,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzE3MzE2MTg4NDQwNjU2NzY=,,Are you sure it’s not your DEI policies? Delta Air Lines,2025-02-22,initial,0,0,1,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzE3MzE2MTg4NDQwNjU2NzY=,0,540,0 days,are you sure its not your dei policies? delta air lines,are you sure its not your dei policies? delta air lines
142,142,1,0 (Not Relevant),2025-04-20T20:20:26.827049Z,Costco,2025-01-21 12:00:00,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2XzE2OTk0MTExNDQzMTA5MDI=,,"My Doxie, Harper!!
 Actually, my health and well-being in order to take great care of my Doxie!!",2025-01-24,initial,0,0,1,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2XzE2OTk0MTExNDQzMTA5MDI=,0,458,0 days,"my doxie, harper!! actually, my health and well-being in order to take great care of my doxie!!","my doxie, harper!! actually, my health and well-being in order to take great care of my doxie!!"
143,143,1,0 (Not Relevant),2025-04-20T20:20:31.628928Z,Costco,2025-01-23 09:00:00,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzE0MTU5ODU2MDkzNzc0OTY=,,Yum,2025-01-25,initial,0,0,1,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzE0MTU5ODU2MDkzNzc0OTY=,0,603,0 days,yum,yum
144,144,1,1 (Relevant),2025-04-20T20:20:41.574848Z,Costco,2025-01-23 09:00:00,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzEzMTA3Nzg5NzY4MTE1Mzk=,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzI0NjA2NzYyMTA5NTMwMjY=,LOL.....delusional,2025-02-01,reply,0,0,1,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzI0NjA2NzYyMTA5NTMwMjY=,1,15,7 days,lol.....delusional,"i'm only going to shop at costco and spend as much as i can due to your dei stance, and tell all my friends to shop there, too! to reject dei is to say, ""i am a racist."" → lol.....delusional"
145,145,1,1 (Relevant),2025-04-20T20:20:45.932807Z,Costco,2025-01-29 09:00:00,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzEyNzc4ODYyMDAxODAxNTQ=,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzEzMTAyMTc1OTAxNzA3NTk=,bye bye snowflakes,2025-02-01,reply,1,0,1,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzEzMTAyMTc1OTAxNzA3NTk=,1,2,0 days,bye bye snowflakes,dei is a joke. → bye bye snowflakes
146,146,1,0 (Not Relevant),2025-04-20T20:20:57.175863Z,Costco,2025-01-28 15:40:00,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzk2NDQzOTg0MTgwMTgzOQ==,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzYyOTU3MTA1MjkxOTc2OA==,and here we have another gutless person thinking they are making a difference,2025-02-01,reply,0,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzk2NDQzOTg0MTgwMTgzOQ==,0,520,0 days,and here we have another gutless person thinking they are making a difference,and here we have another gutless person thinking they are making a difference
147,147,1,0 (Not Relevant),2025-04-20T20:21:03.995457Z,Google,2025-02-19 09:09:00,Y29tbWVudDoxMTg2OTY3MjM2MTE4MDQyXzU5Njg4MTkyNjQ5NzEwNQ==,,Nice,2025-02-20,initial,0,0,0,Y29tbWVudDoxMTg2OTY3MjM2MTE4MDQyXzU5Njg4MTkyNjQ5NzEwNQ==,0,230,0 days,nice,nice
148,148,1,0 (Not Relevant),2025-04-20T20:21:08.534654Z,Google,2025-02-28 13:39:00,Y29tbWVudDoxMTkzNjk0OTE1NDQ1Mjc0XzExNTM4MjUzNzk1Njg4ODM=,,Congratulations google team.and thank you.,2025-03-06,initial,3,0,0,Y29tbWVudDoxMTkzNjk0OTE1NDQ1Mjc0XzExNTM4MjUzNzk1Njg4ODM=,0,440,0 days,congratulations google team.and thank you.,congratulations google team.and thank you.
149,149,1,0 (Not Relevant),2025-04-20T20:21:16.788259Z,Target,2025-02-22 08:15:00,Y29tbWVudDoxMTg1Mjk1NzcyOTU1ODEyXzQ4MjQ4NTE1NzEwNzM0ODE=,Y29tbWVudDoxMTg1Mjk1NzcyOTU1ODEyXzIwNTA5MjMxOTg3NDE2NzQ=,in what way?,2025-02-28,reply,1,0,0,Y29tbWVudDoxMTg1Mjk1NzcyOTU1ODEyXzIwNTA5MjMxOTg3NDE2NzQ=,1,19,0 days,in what way?,"i have been a devoted target shopper for years, but my money will go elsewhere until you grow a spine/conscience. → in what way?"
150,150,1,0 (Not Relevant),2025-04-20T20:21:22.322831Z,Target,2025-01-23 08:01:00,Y29tbWVudDoxMTYzOTEwNDE1MDk0MzQ4XzEyNDQ5MTY3OTMyNjI5NTA=,,Weasels,2025-01-31,initial,13,0,0,Y29tbWVudDoxMTYzOTEwNDE1MDk0MzQ4XzEyNDQ5MTY3OTMyNjI5NTA=,0,139,0 days,weasels,weasels
151,151,1,0 (Not Relevant),2025-04-20T20:21:56.583418Z,Google,2025-01-31 14:11:00,Y29tbWVudDoxMTczOTUzMDk0MDg2MTIzXzI2MTE5MjA3NDU2NzQ0MDQ=,,Hey Google I have a $10 Google Play gift card I bought it to months ago and I put in the code and it said oh yeah okay confirm $10 gift card I say yes and it says we need more information then it says it needs basically see a receipt and the store was bought at can you please take a picture of it and email it to us okay it was a f****** gift you don't put receipts and gifts like are you serious it knows there's 10 dollars on the card how dare you I want my f****** money I want my card,2025-02-27,initial,0,0,0,Y29tbWVudDoxMTczOTUzMDk0MDg2MTIzXzI2MTE5MjA3NDU2NzQ0MDQ=,0,133,0 days,hey google i have a $10 google play gift card i bought it to months ago and i put in the code and it said oh yeah okay confirm $10 gift card i say yes and it says we need more information then it says it needs basically see a receipt and the store was bought at can you please take a picture of it and email it to us okay it was a f****** gift you don't put receipts and gifts like are you serious it knows there's 10 dollars on the card how dare you i want my f****** money i want my card,hey google i have a $10 google play gift card i bought it to months ago and i put in the code and it said oh yeah okay confirm $10 gift card i say yes and it says we need more information then it says it needs basically see a receipt and the store was bought at can you please take a picture of it and email it to us okay it was a f****** gift you don't put receipts and gifts like are you serious it knows there's 10 dollars on the card how dare you i want my f****** money i want my card
152,152,1,0 (Not Relevant),2025-04-20T20:22:02.552961Z,Costco,2025-01-26 19:21:00,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzk3Nzc3NDM0MTA3NjU0NQ==,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzYwMTQ0NTQyOTE3MjU5Mg==,"thank you for sharing. However, the full article was not readable in the format you provided.",2025-02-01,reply,0,0,1,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzk3Nzc3NDM0MTA3NjU0NQ==,0,341,0 days,"thank you for sharing. however, the full article was not readable in the format you provided.","thank you for sharing. however, the full article was not readable in the format you provided."
153,153,1,1 (Relevant),2025-04-20T20:22:08.628136Z,Costco,2025-01-21 12:00:00,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2XzkwNDI2MzUyNDg5Mzc4Nw==,,"Thank you for not succumbing to pressure to halt your DEI programs! To express my support, I joined Costco last week (even though my house is too small to store most Costco-size packages) and I just bought a couple of shares of stock. I hope it helps",2025-01-31,initial,33,0,1,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2XzkwNDI2MzUyNDg5Mzc4Nw==,0,458,0 days,"thank you for not succumbing to pressure to halt your dei programs! to express my support, i joined costco last week (even though my house is too small to store most costco-size packages) and i just bought a couple of shares of stock. i hope it helps","thank you for not succumbing to pressure to halt your dei programs! to express my support, i joined costco last week (even though my house is too small to store most costco-size packages) and i just bought a couple of shares of stock. i hope it helps"
154,154,1,0 (Not Relevant),2025-04-20T20:22:16.365698Z,Google,2025-02-06 10:26:00,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzIwMzg2OTAwMzMyNjcwNDU=,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzEzNjY0NjkzNjc2ODA4OTA=,everything will be change so soon,2025-02-27,reply,0,0,0,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzg1NTAyMjQ5NjY4Njk3OA==,4,0,14 days,everything will be change so soon,ugh. time to message apple as well! → changed on apple maps too. unbelievable. → everything will be change so soon
155,155,1,0 (Not Relevant),2025-04-20T20:22:28.813711Z,Target,2025-01-24 08:17:00,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzQ3NjYwNzU5MjE2MjIwOA==,,Really stupid move. They aren’t going to shop with you anyway. Now no one is left,2025-01-31,initial,0,0,0,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzQ3NjYwNzU5MjE2MjIwOA==,0,488,0 days,really stupid move. they arent going to shop with you anyway. now no one is left,really stupid move. they arent going to shop with you anyway. now no one is left
156,156,1,0 (Not Relevant),2025-04-20T20:22:33.667127Z,Delta,2025-02-13 09:30:00,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzkzMDg3NDc4NjU4NTQ1OTE=,,Except when planes land upside down.,2025-02-22,initial,0,0,1,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzkzMDg3NDc4NjU4NTQ1OTE=,0,480,0 days,except when planes land upside down.,except when planes land upside down.
