task_id,company_name,post_date,comment_id,parent_id,comment_text,comment_date,comment_type,reaction_count,before_DEI,has_DEI,root_id,depth,sibling_count,time_since_root,cleaned_text,full_text,reviewer_01,reviewer_02,relevance_average,relevance_label
212,Costco,1/13/2025 11:00,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzEwMTQxMDE3NzA1NDU4Mjk=,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzUzMzUyMTIzOTcwNjkyNw==,"we can buy these at our Asian bakeries and I agree, there’s something missing, maybe condensed milk, it’s a buttery taste that is missing in these.",1/17/2025,reply,0,1,1,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzUzMzUyMTIzOTcwNjkyNw==,1,3,0 days,"we can buy these at our asian bakeries and i agree, theres something missing, maybe condensed milk, its a buttery taste that is missing in these.","as a portuguese, i can say that those are not even close to the original. like everything, theres many recipes for the same thing but this particular pastry, there hasnt been a copycat yet that can really be compared to the real ones. → we can buy these at our asian bakeries and i agree, theres something missing, maybe condensed milk, its a buttery taste that is missing in these.",1,0,0.5,0
206,Costco,1/13/2025 11:00,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzQ5NzUwNjgzMzM1NzU4Mw==,,These little dudes are AMAZING!!!,1/17/2025,initial,0,1,1,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzQ5NzUwNjgzMzM1NzU4Mw==,0,272,0 days,these little dudes are amazing!!!,these little dudes are amazing!!!,0,0,0,0
280,Costco,1/13/2025 11:00,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzU2NTM3Mjk1NjY1MjI4MA==,,Agathe Et Yvon Levesque,1/24/2025,initial,0,0,1,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzU2NTM3Mjk1NjY1MjI4MA==,0,272,0 days,agathe et yvon levesque,agathe et yvon levesque,0,0,0,0
467,Costco,1/13/2025 11:00,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzU4NDcxNjQ1NzYwNDM0OA==,,I need things like this that are Gluten Free! And so do many others,1/17/2025,initial,15,1,1,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzU4NDcxNjQ1NzYwNDM0OA==,0,272,0 days,i need things like this that are gluten free! and so do many others,i need things like this that are gluten free! and so do many others,0,0,0,0
105,Costco,1/14/2025 9:15,Y29tbWVudDoxMDIxMzAxNjkwMDI3OTk0XzE1MDUyMDQ3MDY4NDAxNzY=,,"Do Costco realize how much salary's the COs of the red cross get, they need to lookin to it they make millions so very kittle to goes to the real causes check it out .",1/24/2025,initial,0,0,1,Y29tbWVudDoxMDIxMzAxNjkwMDI3OTk0XzE1MDUyMDQ3MDY4NDAxNzY=,0,91,0 days,"do costco realize how much salary's the cos of the red cross get, they need to lookin to it they make millions so very kittle to goes to the real causes check it out .","do costco realize how much salary's the cos of the red cross get, they need to lookin to it they make millions so very kittle to goes to the real causes check it out .",0,0,0,0
194,Costco,1/14/2025 9:15,Y29tbWVudDoxMDIxMzAxNjkwMDI3OTk0XzE1MzA4ODM4NDQyNzA5NjA=,Y29tbWVudDoxMDIxMzAxNjkwMDI3OTk0XzU3MjgyMjY1MjI1NTk1Ng==,sorry responded to wrong post,1/17/2025,reply,0,1,1,Y29tbWVudDoxMDIxMzAxNjkwMDI3OTk0XzU2NjI1OTQxNjI0Njk2OA==,3,0,0 days,sorry responded to wrong post,were you in north carolina helping out? → what website? → sorry responded to wrong post,0,0,0,0
399,Costco,1/14/2025 9:15,Y29tbWVudDoxMDIxMzAxNjkwMDI3OTk0XzExNTQ5Njg4MTkzMjI1MTU=,,.Consider donating To The Good Samaritan Purse.,1/17/2025,initial,22,1,1,Y29tbWVudDoxMDIxMzAxNjkwMDI3OTk0XzExNTQ5Njg4MTkzMjI1MTU=,0,91,0 days,.consider donating to the good samaritan purse.,.consider donating to the good samaritan purse.,0,0,0,0
122,Costco,1/14/2025 9:15,Y29tbWVudDoxMDIxMzAxNjkwMDI3OTk0XzExNzU5NTc0Mzc0NTE2MDA=,,Good!!!,1/31/2025,initial,0,0,1,Y29tbWVudDoxMDIxMzAxNjkwMDI3OTk0XzExNzU5NTc0Mzc0NTE2MDA=,0,91,0 days,good!!!,good!!!,0,0,0,0
342,Costco,1/14/2025 9:15,Y29tbWVudDoxMDIxMzAxNjkwMDI3OTk0XzEzMjgxNzE1NzgyMTM2NTk=,Y29tbWVudDoxMDIxMzAxNjkwMDI3OTk0XzY0MTExNDU5ODMzNzc2MA==,"unfortunately. If you want people to manage huge organizations with many thousands of people, and an experienced leader, you have to pay. ￼",1/17/2025,reply,2,1,1,Y29tbWVudDoxMDIxMzAxNjkwMDI3OTk0XzExNzE4MjgzMTEwMjc1MjE=,3,0,0 days,"unfortunately. if you want people to manage huge organizations with many thousands of people, and an experienced leader, you have to pay.","why? → the monies going to staff and overhead versus actually going towards the cause. the main person makes a high 6 figure salary your donations isn't going towards the cause → unfortunately. if you want people to manage huge organizations with many thousands of people, and an experienced leader, you have to pay.",0,0,0,0
400,Costco,1/14/2025 9:15,Y29tbWVudDoxMDIxMzAxNjkwMDI3OTk0XzU5MzE2MjYxNjY3NzI5MA==,Y29tbWVudDoxMDIxMzAxNjkwMDI3OTk0XzQ2NzYxNjg1ODI2MDc0MDM=,"this is an ignorant and false understanding of what DEI is and how it works. Signed, an employment attorney.",1/31/2025,reply,4,0,1,Y29tbWVudDoxMDIxMzAxNjkwMDI3OTk0XzQ2NzYxNjg1ODI2MDc0MDM=,1,1,0 days,"this is an ignorant and false understanding of what dei is and how it works. signed, an employment attorney.","costco should get rid of there dei policy and have merit base promotions and hiring practices. best person for the job, regardless of race, color, creed or religion. → this is an ignorant and false understanding of what dei is and how it works. signed, an employment attorney.",1,1,1,1
308,Costco,1/14/2025 9:15,Y29tbWVudDoxMDIxMzAxNjkwMDI3OTk0XzYwMjk4NzMwNTY1MjYzOA==,Y29tbWVudDoxMDIxMzAxNjkwMDI3OTk0Xzk3MzUwMjkyMTM2OTAzNQ==,Same numbers as Samaritans purse.,1/24/2025,reply,0,0,1,Y29tbWVudDoxMDIxMzAxNjkwMDI3OTk0Xzk3MzUwMjkyMTM2OTAzNQ==,1,1,7 days,same numbers as samaritans purse.,"the red cross is proud that an average of 90 cents of every dollar we spend is invested in delivering care and comfort to those in need. the remaining 10 cents helps keep the entire red cross running by supporting routine, but indispensable, day-to-day business operations. → same numbers as samaritans purse.",1,0,0.5,0
389,Costco,1/14/2025 9:15,Y29tbWVudDoxMDIxMzAxNjkwMDI3OTk0Xzk2NzI4Nzg0ODE2NDQyNQ==,Y29tbWVudDoxMDIxMzAxNjkwMDI3OTk0XzEzNzcwMDcyNDcwMDYyMzc=,Good for you?,1/31/2025,reply,1,0,1,Y29tbWVudDoxMDIxMzAxNjkwMDI3OTk0XzExMzUzNTUzMTA5NTI5MzQ=,5,0,14 days,good for you?,"look at you being brave and talking to a woman who isn't printed on a body pillow. → unhappy witch, i see, with a capital b. attacking random strangers online who disagree with you. must be a lefty snowflakey. → good for you?",0,0,0,0
357,Delta,2/13/2025 9:30,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzE1OTAyMDgxNTQ5ODUyNjI=,,Sign us up!,4/5/2025,initial,0,0,1,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzE1OTAyMDgxNTQ5ODUyNjI=,0,480,0 days,sign us up!,sign us up!,0,0,0,0
376,Delta,2/13/2025 9:30,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzE2NTI5MzQwODg5MTA4MzQ=,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzE3MTQyNzE3Mzk0NDU2NTQ=,you get what you pay for,2/15/2025,reply,1,0,1,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzE3MTQyNzE3Mzk0NDU2NTQ=,1,1,0 days,you get what you pay for,those seats look hard as rocks. → you get what you pay for,0,0,0,0
191,Delta,2/13/2025 9:30,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzE3ODkyMjk1MTg1Mzc2NjI=,,Contavious Daniel,2/15/2025,initial,0,0,1,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzE3ODkyMjk1MTg1Mzc2NjI=,0,480,0 days,contavious daniel,contavious daniel,0,0,0,0
283,Delta,2/13/2025 9:30,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzEwMjk2OTk5MzIzMjkxNDY=,,Leg room?,2/15/2025,initial,1,0,1,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzEwMjk2OTk5MzIzMjkxNDY=,0,480,0 days,leg room?,leg room?,0,0,0,0
453,Delta,2/13/2025 9:30,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzExODUxMTY5NDYyODg5ODc=,,Ronald Reagan Washington National Airport,2/15/2025,initial,2,0,1,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzExODUxMTY5NDYyODg5ODc=,0,480,0 days,ronald reagan washington national airport,ronald reagan washington national airport,0,0,0,0
231,Delta,2/13/2025 9:30,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzEyMjYzMTc1MDIzODUwOTY=,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzExNTE0NzAxMzMzNzc4NDQ=,Yes they are but they could be doing so much more. And we could he getting rid of the tired 767-300ERs sooner,2/15/2025,reply,0,0,1,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzYzNDQyMDI4OTEzMTE3Mw==,6,3,0 days,yes they are but they could be doing so much more. and we could he getting rid of the tired 767-300ers sooner,yes i know about 737-max 10 order. → they inherited a very nice and robust 787 order from nw which they subsequently cancelled. things would be so much different (and better imo) if they had kept that order. → yes they are but they could be doing so much more. and we could he getting rid of the tired 767-300ers sooner,0,0,0,0
200,Delta,2/13/2025 9:30,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzU5NDQ3NDAyMzQ2NjcwOQ==,,Looks fantastic! Good job,2/15/2025,initial,1,0,1,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzU5NDQ3NDAyMzQ2NjcwOQ==,0,480,0 days,looks fantastic! good job,looks fantastic! good job,0,0,0,0
140,Delta,2/13/2025 9:30,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzY0ODY2NTQ3NzYyODI5NA==,,"Just got told by their customer service rep that the pilots and stewards all over slept. Meanwhile they just keep pn delaying us over and over and over. Gave the entire flight rooms last night, spent almost 45 minutes waiting to get bags back. Get to the hotel only to get up to be back here by 430am just to get the flight delayed some more. After rechecking bags, we get all the way to TSA just to find out that we mow have to have a paper ticket since the flights were supposed to yesterday. You'd think for what Delta charges we wouldn't be getting treated like crap. Common sense would be to tell everyone that's rechecking their bags they need a paper boarding pass instead of making them walk back and forth several times. We watched this happen to several people.",2/22/2025,initial,6,0,1,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzY0ODY2NTQ3NzYyODI5NA==,0,480,0 days,"just got told by their customer service rep that the pilots and stewards all over slept. meanwhile they just keep pn delaying us over and over and over. gave the entire flight rooms last night, spent almost 45 minutes waiting to get bags back. get to the hotel only to get up to be back here by 430am just to get the flight delayed some more. after rechecking bags, we get all the way to tsa just to find out that we mow have to have a paper ticket since the flights were supposed to yesterday. you'd think for what delta charges we wouldn't be getting treated like crap. common sense would be to tell everyone that's rechecking their bags they need a paper boarding pass instead of making them walk back and forth several times. we watched this happen to several people.","just got told by their customer service rep that the pilots and stewards all over slept. meanwhile they just keep pn delaying us over and over and over. gave the entire flight rooms last night, spent almost 45 minutes waiting to get bags back. get to the hotel only to get up to be back here by 430am just to get the flight delayed some more. after rechecking bags, we get all the way to tsa just to find out that we mow have to have a paper ticket since the flights were supposed to yesterday. you'd think for what delta charges we wouldn't be getting treated like crap. common sense would be to tell everyone that's rechecking their bags they need a paper boarding pass instead of making them walk back and forth several times. we watched this happen to several people.",0,0,0,0
11,Delta,2/13/2025 9:30,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzY1NjU5NzI1Njg4NzI3OA==,,Will Delta start paying for its own security and relieve us taxpayers of that cost ?,2/22/2025,initial,0,0,1,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzY1NjU5NzI1Njg4NzI3OA==,0,480,0 days,will delta start paying for its own security and relieve us taxpayers of that cost ?,will delta start paying for its own security and relieve us taxpayers of that cost ?,0,0,0,0
289,Delta,2/13/2025 9:30,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzk2MjI0MzUwNTU2MDk2NA==,,"Great could you up prices a bit and make them larger! . Like 20 inch seat, with 35 inches of leg room…. Why not??? Oh greed!",2/15/2025,initial,1,0,1,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzk2MjI0MzUwNTU2MDk2NA==,0,480,0 days,"great could you up prices a bit and make them larger! . like 20 inch seat, with 35 inches of leg room.... why not??? oh greed!","great could you up prices a bit and make them larger! . like 20 inch seat, with 35 inches of leg room.... why not??? oh greed!",0,0,0,0
42,Delta,2/13/2025 9:30,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzk2NDA3Njg5OTAxNDQzMQ==,,"Nice, if flying first class. Pity those if us who fly coach",2/15/2025,initial,13,0,1,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzk2NDA3Njg5OTAxNDQzMQ==,0,480,0 days,"nice, if flying first class. pity those if us who fly coach","nice, if flying first class. pity those if us who fly coach",0,0,0,0
334,Delta,2/13/2025 9:30,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzk3ODU5ODk3MzY3OTkwNA==,,Chasing Corruption,2/15/2025,initial,1,0,1,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzk3ODU5ODk3MzY3OTkwNA==,0,480,0 days,chasing corruption,chasing corruption,0,0,0,0
156,Delta,2/13/2025 9:30,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzkzMDg3NDc4NjU4NTQ1OTE=,,Except when planes land upside down.,2/22/2025,initial,0,0,1,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzkzMDg3NDc4NjU4NTQ1OTE=,0,480,0 days,except when planes land upside down.,except when planes land upside down.,0,0,0,0
162,Costco,1/16/2025 9:00,Y29tbWVudDoxMDIyNzMxNzg5ODg0OTg0XzQ4OTUyNDIwMzgxNDMxNw==,Y29tbWVudDoxMDIyNzMxNzg5ODg0OTg0XzkyNDE3MTIwODkyNTMzNzM=,"Francoise, we show item #13777, Packaged Fruit Trees (assorted varieties), available at our Concord warehouse. Feel free to inquire further by calling that location directly. -Christina",1/24/2025,reply,0,0,1,Y29tbWVudDoxMDIyNzMxNzg5ODg0OTg0XzkyNDE3MTIwODkyNTMzNzM=,1,0,7 days,"francoise, we show item #13777, packaged fruit trees (assorted varieties), available at our concord warehouse. feel free to inquire further by calling that location directly. -christina","when will you start carrying fruit plants at costco in concord, ca → francoise, we show item #13777, packaged fruit trees (assorted varieties), available at our concord warehouse. feel free to inquire further by calling that location directly. -christina",0,0,0,0
260,Costco,1/17/2025 10:04,Y29tbWVudDoxMDIzNTI5Mjc2NDcxOTAyXzE1Mjc0NDkzNjEyNTI4MjY=,Y29tbWVudDoxMDIzNTI5Mjc2NDcxOTAyXzYxNjQwODIwMDc3NDE1Ng==,she’s just trying to help keep medical insurance costs down.,1/24/2025,reply,0,0,1,Y29tbWVudDoxMDIzNTI5Mjc2NDcxOTAyXzk4MzAzMjYxMDM5OTc3Nw==,2,0,0 days,shes just trying to help keep medical insurance costs down.,"not even real potatoes, total junk and seed oils. there are better alternatives. → oh no the health experts are out → shes just trying to help keep medical insurance costs down.",0,0,0,0
32,Delta,3/2/2025 9:00,Y29tbWVudDoxMDM0MzA1Mzc1Mzg1MDQxXzEzMjY1NzQ5MjUxMzI3NDQ=,,What a waste of money. Getting seats right and fl8ghts save is everyones concern. No one gives a damn about your logo. Sack the person who thought this up,3/8/2025,initial,9,0,1,Y29tbWVudDoxMDM0MzA1Mzc1Mzg1MDQxXzEzMjY1NzQ5MjUxMzI3NDQ=,0,163,0 days,what a waste of money. getting seats right and fl8ghts save is everyones concern. no one gives a damn about your logo. sack the person who thought this up,what a waste of money. getting seats right and fl8ghts save is everyones concern. no one gives a damn about your logo. sack the person who thought this up,0,0,0,0
265,Delta,3/2/2025 9:00,Y29tbWVudDoxMDM0MzA1Mzc1Mzg1MDQxXzU0MzMyMzM2NTQ1NTExMg==,,"I've always used Delta. I'm just concerned lately with Delta continuing to push DEI and give unqualified applicants a job just so they can check a box. Endeavor air pushing for all female crews also has me very concerned. Yes women are just as capable as men, in fact it was a woman who taught me to fly but pushing this just to say you have an all female crew is concerning.",3/29/2025,initial,1,0,1,Y29tbWVudDoxMDM0MzA1Mzc1Mzg1MDQxXzU0MzMyMzM2NTQ1NTExMg==,0,163,0 days,"i've always used delta. i'm just concerned lately with delta continuing to push dei and give unqualified applicants a job just so they can check a box. endeavor air pushing for all female crews also has me very concerned. yes women are just as capable as men, in fact it was a woman who taught me to fly but pushing this just to say you have an all female crew is concerning.","i've always used delta. i'm just concerned lately with delta continuing to push dei and give unqualified applicants a job just so they can check a box. endeavor air pushing for all female crews also has me very concerned. yes women are just as capable as men, in fact it was a woman who taught me to fly but pushing this just to say you have an all female crew is concerning.",1,1,1,1
91,Delta,3/2/2025 9:00,Y29tbWVudDoxMDM0MzA1Mzc1Mzg1MDQxXzk2Nzg0ODU4ODY0Njg4Nw==,Y29tbWVudDoxMDM0MzA1Mzc1Mzg1MDQxXzE4MDkwMzkyMTk2NDg2MTc=,Hi! Thank you for contacting us. We sincerely apologize for the inconvenience you have experienced. We appreciate you for reaching out to us. Please send us a DM so that we can promptly assist you.,3/8/2025,reply,1,0,1,Y29tbWVudDoxMDM0MzA1Mzc1Mzg1MDQxXzE4NzU4NzU3NjYxNTI0MjM=,3,0,0 days,hi! thank you for contacting us. we sincerely apologize for the inconvenience you have experienced. we appreciate you for reaching out to us. please send us a dm so that we can promptly assist you.,"thanks for reaching out. wed like to take a look into this. also, weve sent you a private message, please check your inbox. thank you. → i have checked my inbox and there are 12 message requests. if delta is interested in speaking with me, my number is on file in my skymiles account. i'm not giving my info out to a fb bot. → hi! thank you for contacting us. we sincerely apologize for the inconvenience you have experienced. we appreciate you for reaching out to us. please send us a dm so that we can promptly assist you.",0,0,0,0
287,Costco,2/1/2025 9:00,Y29tbWVudDoxMDM0NDgxMjg1Mzc2NzAxXzEzMzk2NzI4MzA1NDgzODE=,Y29tbWVudDoxMDM0NDgxMjg1Mzc2NzAxXzkzMjg2MjE5OTAzODk0OA==,you sound very culty,2/1/2025,reply,3,0,1,Y29tbWVudDoxMDM0NDgxMjg1Mzc2NzAxXzkzMjg2MjE5OTAzODk0OA==,1,2,0 days,you sound very culty,"which is indirect calls of what happened in washington dc. over 2000 qualified applicants were not hired in the faa because they did not meet the criteria of the demonic evil influence. hence the faa has been in shortage for employees for years, 11 short employees the night of the crash, and only one directing both the airplane and the helicopter when there shouldve been 2 → you sound very culty",0,0,0,0
74,Costco,2/1/2025 9:00,Y29tbWVudDoxMDM0NDgxMjg1Mzc2NzAxXzIzMTk4NDY4NTg0MDgzNjI=,,Wish we had a Costco in far northern NY. I'd do all my shopping exclusively with you!,2/1/2025,initial,5,0,1,Y29tbWVudDoxMDM0NDgxMjg1Mzc2NzAxXzIzMTk4NDY4NTg0MDgzNjI=,0,131,0 days,wish we had a costco in far northern ny. i'd do all my shopping exclusively with you!,wish we had a costco in far northern ny. i'd do all my shopping exclusively with you!,0,0,0,0
279,Costco,2/1/2025 9:00,Y29tbWVudDoxMDM0NDgxMjg1Mzc2NzAxXzY1MzIyNTAzMDQ2OTMxMQ==,,Purchasing membership now!,2/1/2025,initial,3,0,1,Y29tbWVudDoxMDM0NDgxMjg1Mzc2NzAxXzY1MzIyNTAzMDQ2OTMxMQ==,0,131,0 days,purchasing membership now!,purchasing membership now!,0,0,0,0
251,Costco,2/2/2025 9:00,Y29tbWVudDoxMDM1MjM4NzUxOTY3NjIxXzE3NDU3MTc4OTI5NDEyMzE=,,Please open and invest many stores in Germany,2/8/2025,initial,0,0,1,Y29tbWVudDoxMDM1MjM4NzUxOTY3NjIxXzE3NDU3MTc4OTI5NDEyMzE=,0,185,0 days,please open and invest many stores in germany,please open and invest many stores in germany,0,0,0,0
277,Costco,2/2/2025 9:00,Y29tbWVudDoxMDM1MjM4NzUxOTY3NjIxXzEyOTYwNTI0NjQ5NDg2NTQ=,Y29tbWVudDoxMDM1MjM4NzUxOTY3NjIxXzU1NzkzMzE4MDYwMTAyMQ==,stand up and fight is what I say.,2/8/2025,reply,3,0,1,Y29tbWVudDoxMDM1MjM4NzUxOTY3NjIxXzU5Mjg4NjQ2NjkyNDgxMg==,2,2,0 days,stand up and fight is what i say.,"thank you costco for your continued commitment to dei hiring. we've been a customer a long time. we will be dropping our ""other"" membership and only using your store!!! → get ready to be disappointed. <url> → stand up and fight is what i say.",1,1,1,1
329,Costco,2/2/2025 9:00,Y29tbWVudDoxMDM1MjM4NzUxOTY3NjIxXzI3OTE4ODExNDc2NTYxNTI=,Y29tbWVudDoxMDM1MjM4NzUxOTY3NjIxXzE3MTQzNzA5NjkyOTMwNjI=,We also get bonuses every six months and excellent benefit including four memberships for our family members.,2/8/2025,reply,0,0,1,Y29tbWVudDoxMDM1MjM4NzUxOTY3NjIxXzE3MTQzNzA5NjkyOTMwNjI=,1,12,0 days,we also get bonuses every six months and excellent benefit including four memberships for our family members.,"costco, i just saw your hourly pay raise for most of your workers to over $30/hour. that fact along with your commitment to dei hiring, has inspired me to become your customer. i have never shopped at a costco but i will now. → we also get bonuses every six months and excellent benefit including four memberships for our family members.",1,1,1,1
318,Costco,2/2/2025 9:00,Y29tbWVudDoxMDM1MjM4NzUxOTY3NjIxXzQwMDQ2OTMxMTMxMTA0NTc=,Y29tbWVudDoxMDM1MjM4NzUxOTY3NjIxXzExNDk4MTQ4MzM4MjI1MzQ=,what is bj's?,2/8/2025,reply,0,0,1,Y29tbWVudDoxMDM1MjM4NzUxOTY3NjIxXzEyMDY3ODczMTQyMDA4NzA=,2,2,0 days,what is bj's?,"say goodbye to another customer who spends a lot of money there each year! my daughter was not allowed to shop with my card, your getting ridiculous with your membership rules. ill go to bjs. → bjs is nothing compared to costco, but you can use anyones card there...byeeeee → what is bj's?",0,0,0,0
220,Costco,2/2/2025 9:00,Y29tbWVudDoxMDM1MjM4NzUxOTY3NjIxXzk5MDEzMjMzOTY3NDgxOA==,,Ryan Hernandez,2/8/2025,initial,1,0,1,Y29tbWVudDoxMDM1MjM4NzUxOTY3NjIxXzk5MDEzMjMzOTY3NDgxOA==,0,185,0 days,ryan hernandez,ryan hernandez,0,0,0,0
70,Delta,3/4/2025 11:20,Y29tbWVudDoxMDM1ODc1MDU4NTYxNDA2Xzk4ODYwMDk3OTQ1MDE1MQ==,Y29tbWVudDoxMDM1ODc1MDU4NTYxNDA2XzE2NjU3ODM4OTQzMTMxNjc=,Right? That burger looks amazing! Hope you get to try it soon,3/8/2025,reply,1,0,1,Y29tbWVudDoxMDM1ODc1MDU4NTYxNDA2XzE2NjU3ODM4OTQzMTMxNjc=,1,1,0 days,right? that burger looks amazing! hope you get to try it soon,"one day, hopefully soon, ill be ordering this burger on board! cant wait to try it. → right? that burger looks amazing! hope you get to try it soon",0,0,0,0
79,Costco,2/3/2025 11:07,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzE0NzU0NDM1NDAwMzk0NTE=,,I will be shopping,2/9/2025,initial,12,0,1,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzE0NzU0NDM1NDAwMzk0NTE=,0,84,0 days,i will be shopping,i will be shopping,0,0,0,0
207,Costco,2/3/2025 11:07,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzE2ODMwMzQ2NDkyNzcwNDU=,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzExMzUxNjU2NTQ2ODI5NzE=,DEI programs were put in place to ensure discrimination didn't happen. Please educate yourself.,2/9/2025,reply,0,0,1,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzQ3NDMwMTI0OTA1ODc4Nw==,2,0,0 days,dei programs were put in place to ensure discrimination didn't happen. please educate yourself.,thank you costco for maintaining your dei programs and appreciating your employees. this is the light in the dark thay we need right now. keep it going! well done → if dei policies result in preferential discriminatory practices in any way...then costco is in serious legal trouble. → dei programs were put in place to ensure discrimination didn't happen. please educate yourself.,1,1,1,1
254,Costco,2/3/2025 11:07,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzEzODQyODg2MzI5NDMxNDU=,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzE1Mzc3MjcxOTAyNDc5OTg=,"lol you obviously haven’t been lately, they’ll be fine without you!",2/9/2025,reply,5,0,1,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzExNjA0NzA4NzIzNzA0Nzc=,5,0,0 days,"lol you obviously havent been lately, theyll be fine without you!","no one cares but we are all happy to not have so many magats in the store! → that's sweet spend your money i hope there's enough of you to keep the place open → lol you obviously havent been lately, theyll be fine without you!",0,0,0,0
219,Costco,2/3/2025 11:07,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzI1OTU3OTkwOTcyOTgwNTQ=,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzYwNTQ5NzA1OTAwNDQ4MA==,womp womp,2/9/2025,reply,0,0,1,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzU5NDc1NTQ1MzM2ODczMw==,2,0,0 days,womp womp,thanks for your commitment to dei as well as your support of your workers. proud to be a member and shareholder! → idiot → womp womp,1,1,1,1
485,Costco,2/3/2025 11:07,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzI4MjE4MTE0MzUxMTY2ODMz,,Just ordered a bunch of stuff.,2/9/2025,initial,22,0,1,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzI4MjE4MTE0MzUxMTY2ODMz,0,84,0 days,just ordered a bunch of stuff.,just ordered a bunch of stuff.,0,0,0,0
388,Costco,2/3/2025 11:07,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzYyNTE1Mzg5Mzc5NjgxMA==,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzEzOTUzOTEyMjQ5NzA1MDg=,hasn't been proven she was the cause the radio man ignored air traffic control,2/9/2025,reply,0,0,1,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzQwNzg3MTgyNzI0MDY2NTQ=,3,0,0 days,hasn't been proven she was the cause the radio man ignored air traffic control,get ready for higher prices and lower quality → and less airplane crashes killing innocent people. → hasn't been proven she was the cause the radio man ignored air traffic control,0,0,0,0
177,Costco,2/3/2025 11:07,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzcyMjEyODcwMzY4NTM1OA==,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzU0MDI5MjA2NDk4ODE0Mw==,boy oh boy are you gonna be surprised at what happens with these new tariffs that you Traitor in Chief just penned.,2/9/2025,reply,6,0,1,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0Xzk2OTU5OTQ1Nzk3MTMyNw==,3,1,0 days,boy oh boy are you gonna be surprised at what happens with these new tariffs that you traitor in chief just penned.,says the mediocre white guy who doesn't know what dei is. stop it. you're embarrassing. → that's dei in a nutshell. makes you say racist comments. grow up and be an american. division inequity and exclusion → boy oh boy are you gonna be surprised at what happens with these new tariffs that you traitor in chief just penned.,1,1,1,1
