company_name,post_date,id,parent_id,comment_text,comment_date,comment_type,reaction_count,before_DEI,has_DEI,root_id,depth,sibling_count,time_since_root,cleaned_text,full_text,relevance,stance_dei_reviewer_01,purchase_intention_reviewer_01,stance_dei_reviewer_02,purchase_intention_reviewer_02,stance_dei_average,purchase_intention_average,stance_dei_label,purchase_intention_label
Costco,1/28/25 15:40,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzU2ODg3OTM1OTUwMDIzNw==,,"Reading the news that Costco does not bend the knee not kiss the ring and realizes that a diverse workforce is beneficial, not only as a community, but also financially for the company. Way to go!!!!",2/1/25,initial,259,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzU2ODg3OTM1OTUwMDIzNw==,0,520,0 days,"reading the news that costco does not bend the knee not kiss the ring and realizes that a diverse workforce is beneficial, not only as a community, but also financially for the company. way to go!!!!","reading the news that costco does not bend the knee not kiss the ring and realizes that a diverse workforce is beneficial, not only as a community, but also financially for the company. way to go!!!!",1,1 (Pro-DEI),0 (Neutral/Unclear/No PI),1 (Pro-DEI),0 (Neutral/Unclear/No PI),1,0,1,0
Target,2/16/25 8:00,Y29tbWVudDoxMTgwOTkwMDczMzg2MzgyXzM1MjEyMzI1MzQ4NDg4OTI=,,"If you hadn't walked back your DEI practices, I might've come in to check this out. Right up until you did that, I saw you as a fairly ethical alternative to Walmart and Amazon. No longer.",2/21/25,initial,7,0,0,Y29tbWVudDoxMTgwOTkwMDczMzg2MzgyXzM1MjEyMzI1MzQ4NDg4OTI=,0,92,0 days,"if you hadn't walked back your dei practices, i might've come in to check this out. right up until you did that, i saw you as a fairly ethical alternative to walmart and amazon. no longer.","if you hadn't walked back your dei practices, i might've come in to check this out. right up until you did that, i saw you as a fairly ethical alternative to walmart and amazon. no longer.",1,1 (Pro-DEI),-1 (Boycott/Negative),1 (Pro-DEI),-1 (Boycott/Negative),1,-1,1,-1
Costco,2/11/25 14:38,Y29tbWVudDoxMDQxOTQ2MTUxMjk2ODgxXzExNDk3MDkyMjMzNzU3MzQ=,Y29tbWVudDoxMDQxOTQ2MTUxMjk2ODgxXzY0ODkzNTk2NDE4ODkzMw==,Jim Nash well all you had to do was add him to your membership...problem solved.,2/16/25,reply,1,0,1,Y29tbWVudDoxMDQxOTQ2MTUxMjk2ODgxXzY0ODkzNTk2NDE4ODkzMw==,1,5,0 days,jim nash well all you had to do was add him to your membership...problem solved.,so mad at costco not letting my son shop for me while i recovered from a traumatic brain injury. ty costco → jim nash well all you had to do was add him to your membership...problem solved.,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0,0,0,0
Costco,1/12/25 9:00,Y29tbWVudDoxMDE5ODcyOTc2ODM3NTMyXzE5ODg3NzA3OTgyOTkxMzA=,,MGO 30 is not very good,1/24/25,initial,0,0,1,Y29tbWVudDoxMDE5ODcyOTc2ODM3NTMyXzE5ODg3NzA3OTgyOTkxMzA=,0,22,0 days,mgo 30 is not very good,mgo 30 is not very good,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Target,2/19/25 21:15,Y29tbWVudDoxMTgzMzYyNDM5ODE1ODEyXzE2Mzc4NDY2NDM3NjcxNjc=,,My zodiac says Costco is a much better choice.,2/21/25,initial,27,0,0,Y29tbWVudDoxMTgzMzYyNDM5ODE1ODEyXzE2Mzc4NDY2NDM3NjcxNjc=,0,202,0 days,my zodiac says costco is a much better choice.,my zodiac says costco is a much better choice.,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0,0,0,0
Google,2/1/25 9:32,Y29tbWVudDoxMTc0NTAwNzkwNjk4MDIwXzExNjE2NDA0NDUzMjQ0MDY=,Y29tbWVudDoxMTc0NTAwNzkwNjk4MDIwXzYxMjc4MjkzODEzNjk2MA==,please tell that to the people in the White House... and the madman that runs them,2/6/25,reply,1,0,0,Y29tbWVudDoxMTc0NTAwNzkwNjk4MDIwXzYxMjc4MjkzODEzNjk2MA==,1,1,0 days,please tell that to the people in the white house... and the madman that runs them,"so google is so afraid.. so they rename the golf of mexico... ... then please rename usa to new denmark... australia to down under , what a stupid choice, just to crawl for a orange idiot → education is the solution to your frustration. → please tell that to the people in the white house... and the madman that runs them",0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/21/25 12:00,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2XzExMjE3NzM5MDk0MTMwMjY=,,To know Jesus Christ and advance His Kingdom!,1/24/25,initial,7,0,1,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2XzExMjE3NzM5MDk0MTMwMjY=,0,458,0 days,to know jesus christ and advance his kingdom!,to know jesus christ and advance his kingdom!,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Google,3/4/25 13:41,Y29tbWVudDoxMTk2NjU1NjA4NDgyNTM4XzU1MTY3MDU5NzM0MDAyMQ==,,Why did Google remove International Women's Day off its calendar?,3/13/25,initial,0,0,0,Y29tbWVudDoxMTk2NjU1NjA4NDgyNTM4XzU1MTY3MDU5NzM0MDAyMQ==,0,94,0 days,why did google remove international women's day off its calendar?,why did google remove international women's day off its calendar?,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Google,3/4/25 13:41,Y29tbWVudDoxMTk2NjU1NjA4NDgyNTM4XzExNzI4MjEyNzc5NzI1NDc=,,I have a two-factor security Google account and I forgot my password and phone number. I hope Google can help me recover it. I have a lot of...,3/6/25,initial,1,0,0,Y29tbWVudDoxMTk2NjU1NjA4NDgyNTM4XzExNzI4MjEyNzc5NzI1NDc=,0,94,0 days,i have a two-factor security google account and i forgot my password and phone number. i hope google can help me recover it. i have a lot of...,i have a two-factor security google account and i forgot my password and phone number. i hope google can help me recover it. i have a lot of...,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/29/25 9:00,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzEzNDU4NzIxNTk5MjcwMDA=,,Love you Costco!,2/1/25,initial,4,0,1,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzEzNDU4NzIxNTk5MjcwMDA=,0,306,0 days,love you costco!,love you costco!,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0,0,0,0
Costco,1/27/25 15:18,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzEyMzY3NjkxNjQwNzc1OTI=,,I can’t believe how many racists￼ there are in the comments on this post that are actually proud to be racist. Screw all of you and I will do all of my shopping possible at Costco from here on out!,2/1/25,initial,1,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzEyMzY3NjkxNjQwNzc1OTI=,0,899,0 days,i cant believe how many racists there are in the comments on this post that are actually proud to be racist. screw all of you and i will do all of my shopping possible at costco from here on out!,i cant believe how many racists there are in the comments on this post that are actually proud to be racist. screw all of you and i will do all of my shopping possible at costco from here on out!,1,1 (Pro-DEI),-1 (Boycott/Negative),1 (Pro-DEI),1 (Buy/Positive),1,0,1,1
Delta,2/17/25 14:08,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzYxNTI2ODI5NDU1Mzk0Nw==,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5Xzk4NDEwNzc4Njk2NzQ2Nw==,So simply a mere coincidence that we've had a recent rash of crashes. Did you bother to read the article above?,2/22/25,reply,0,0,1,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzExMjkzMTQ0OTIwNzQ4NDQ=,4,0,0 days,so simply a mere coincidence that we've had a recent rash of crashes. did you bother to read the article above?,"probably not. statistically flying is still way safer than driving, and we all need to continue to live our lives, but air traffic controllers have a really high stress job and now there are far fewer of them. i would imagine the ones left are working extra hard and are therefore extra stressed & extra tired, and that's how/where errors occur. → only 400 job cuts and they were non-operational positions. had nothing to do with the incident, especially when the incident was in canada. the cause of the incident will be assigned to the pilots because of pilot error. → so simply a mere coincidence that we've had a recent rash of crashes. did you bother to read the article above?",0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Target,1/30/25 7:55,Y29tbWVudDoxMTY5MDA3NTk0NTg0NjMwXzM4NjkwMDExMTY2NzIyMTY=,,Exactly Costco is seeing a surge in new memberships because they are standing for DEI despite pressure to fold.,2/14/25,initial,2,0,0,Y29tbWVudDoxMTY5MDA3NTk0NTg0NjMwXzM4NjkwMDExMTY2NzIyMTY=,0,138,0 days,exactly costco is seeing a surge in new memberships because they are standing for dei despite pressure to fold.,exactly costco is seeing a surge in new memberships because they are standing for dei despite pressure to fold.,1,1 (Pro-DEI),1 (Buy/Positive),1 (Pro-DEI),1 (Buy/Positive),1,1,1,1
Costco,1/21/25 12:00,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2XzUwMDIxMjM4MzEwNjMyOQ==,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2Xzk1NzU1NjM2NTkwMjEzNg==,No my problem is with Costco not enforcing the 2 box limit they imposed,1/24/25,reply,0,0,1,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2XzYwMDMyNDYxNjI3MTg3OA==,2,0,0 days,no my problem is with costco not enforcing the 2 box limit they imposed,do better costco → they are a wholesaler your problem is with the manufacturer → no my problem is with costco not enforcing the 2 box limit they imposed,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0,0,0,0
Costco,1/27/25 15:18,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzE4NTc5OTM3NzgwODYyNDY=,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5Xzk3OTY3OTI5MDc4Nzg5MQ==,"Martha- We're sorry for the delay in responding. You can now check inventory at Costco locations near you using the Costco Mobile App. If you don't see the product in a Costco near you, it may not be available in your region. However, you can submit feedback to the buyers in your area here: https://www.costco.com/WarehouseFeedback.html Thanks for getting in touch! -Bekah",2/15/25,reply,0,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5Xzk3OTY3OTI5MDc4Nzg5MQ==,1,0,14 days,"martha- we're sorry for the delay in responding. you can now check inventory at costco locations near you using the costco mobile app. if you don't see the product in a costco near you, it may not be available in your region. however, you can submit feedback to the buyers in your area here: <url> thanks for getting in touch! -bekah","my local store doesnt have it. where can i get it? → martha- we're sorry for the delay in responding. you can now check inventory at costco locations near you using the costco mobile app. if you don't see the product in a costco near you, it may not be available in your region. however, you can submit feedback to the buyers in your area here: <url> thanks for getting in touch! -bekah",0,0 (Neutral/Unclear towards DEI),-1 (Boycott/Negative),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,-0.5,0,0
Google,3/3/25 9:03,Y29tbWVudDoxMTk1NzMzMTA1MjQxNDU1XzM1NDY5ODY0NjIyNzU4Mzg=,Y29tbWVudDoxMTk1NzMzMTA1MjQxNDU1Xzk5NzQwNzY5NTc4NDcxNQ==,"This,great",3/6/25,reply,0,0,0,Y29tbWVudDoxMTk1NzMzMTA1MjQxNDU1Xzk5NzQwNzY5NTc4NDcxNQ==,1,0,0 days,"this,great","hey! can i toggle the map to change the name of the gulf of mexico back to the gulf of mexico? this gulf of america bull crap is stupid. → this,great",0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,2/22/25 9:00,Y29tbWVudDoxMDUwMzE3MjQzNzkzMTA1XzE4NjEyMTUxMTEzNTI2MzA=,Y29tbWVudDoxMDUwMzE3MjQzNzkzMTA1XzEwODY5NjI3MTAxMjk4MDg=,"same here Costco is the best thank you, Jesus",2/23/25,reply,1,0,1,Y29tbWVudDoxMDUwMzE3MjQzNzkzMTA1XzEwODY5NjI3MTAxMjk4MDg=,1,0,0 days,"same here costco is the best thank you, jesus","we love you, costco! keep up the great work! → same here costco is the best thank you, jesus",0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0,0,0,0
Costco,1/27/25 15:18,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzEzMzUxNjE4MDQxNzYzMjM=,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzQ4MDc0MDI1MTQ5OTMzOQ==,"fairness is hoping by merit and experience, not skin color and sexuality.. pretty common sense",2/1/25,reply,1,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzE4MTA5NjM5MzMwNjIxODQ=,2,2,0 days,"fairness is hoping by merit and experience, not skin color and sexuality.. pretty common sense","very disappointed in your dei grandstanding. → cant stand fairness huh? losers. → fairness is hoping by merit and experience, not skin color and sexuality.. pretty common sense",1,-1 (Anti-DEI),0 (Neutral/Unclear/No PI),-1 (Anti-DEI),0 (Neutral/Unclear/No PI),-1,0,-1,0
Google,1/30/25 13:10,Y29tbWVudDoxMTczMjU1MTkwODIyNTgwXzExMjA4OTc3Mjk1MjQ5MjM=,,Hello My Google How Are You To Day,1/30/25,initial,0,1,0,Y29tbWVudDoxMTczMjU1MTkwODIyNTgwXzExMjA4OTc3Mjk1MjQ5MjM=,0,83,0 days,hello my google how are you to day,hello my google how are you to day,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Google,2/10/25 13:54,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzY0MDMyNzQ5NTEyODExMw==,,"Hasta La Vista Google! From an American in San Antonio, TX just an hour and a half drive from THE GULF OF MEXICO.",2/13/25,initial,0,0,0,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzY0MDMyNzQ5NTEyODExMw==,0,676,0 days,"hasta la vista google! from an american in san antonio, tx just an hour and a half drive from the gulf of mexico.","hasta la vista google! from an american in san antonio, tx just an hour and a half drive from the gulf of mexico.",0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),-1 (Boycott/Negative),0,-0.5,0,0
Costco,1/31/25 9:00,Y29tbWVudDoxMDMzNzQ5ODUyMTE2NTExXzE2NzAyMzU2NjcyNDg5ODY=,Y29tbWVudDoxMDMzNzQ5ODUyMTE2NTExXzEzOTMzMTM1MzU0MDg5OTI=,"lol, guess you can’t refute facts, 
 hopefully you’ll educate yourself and quit being so ignorant and discriminatory, leftist!",2/1/25,reply,1,0,1,Y29tbWVudDoxMDMzNzQ5ODUyMTE2NTExXzE2NzAyMzU2NjcyNDg5ODY=,0,157,0 days,"lol, guess you cant refute facts, hopefully youll educate yourself and quit being so ignorant and discriminatory, leftist!","lol, guess you cant refute facts, hopefully youll educate yourself and quit being so ignorant and discriminatory, leftist!",0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),-1 (Anti-DEI),0 (Neutral/Unclear/No PI),-0.5,0,0,0
Costco,1/23/25 9:00,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzEzNDM1Mjk4NjMzMzczMTM=,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzM3Mjk3NDI1MzA2NTkwODg=,"this is all over the internet, you can google ""k!ll whitey"" and its ok due to the hate they push out, or the fact we tell kids to ""be less white"" .. it has gone to far and should be addressed companies like costco, lose business, I WILL NOT shop there, it just needs to end",2/1/25,reply,1,0,1,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzM3Mjk3NDI1MzA2NTkwODg=,1,28,7 days,"this is all over the internet, you can google ""k!ll whitey"" and its ok due to the hate they push out, or the fact we tell kids to ""be less white"" .. it has gone to far and should be addressed companies like costco, lose business, i will not shop there, it just needs to end","for people complaining, heres some examples of what deia actually is. trainings to prevent sexual harassment in the workplace are part of dei initiatives. pay transparency laws are the result of dei initiatives. requiring wheel chair ramps and closed captioning is a deia initiative. blind resume review (reviewing resumes without seeing candidate names) is a dei initiative. → this is all over the internet, you can google ""k!ll whitey"" and its ok due to the hate they push out, or the fact we tell kids to ""be less white"" .. it has gone to far and should be addressed companies like costco, lose business, i will not shop there, it just needs to end",1,-1 (Anti-DEI),-1 (Boycott/Negative),-1 (Anti-DEI),-1 (Boycott/Negative),-1,-1,-1,-1
Delta,2/17/25 14:08,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzUzMDQzMDg3OTUwMTQ0Mw==,,"Why don’t the negative ppl wait to see what really happened? Have compassion for the ppl on board 
 It’s not about you!",2/22/25,initial,12,0,1,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzUzMDQzMDg3OTUwMTQ0Mw==,0,540,0 days,why dont the negative ppl wait to see what really happened? have compassion for the ppl on board its not about you!,why dont the negative ppl wait to see what really happened? have compassion for the ppl on board its not about you!,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/26/25 19:21,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzE2NDM1MTA4MjYzNzM0Njk=,,Double down on your DEI efforts and you WILL become the Bud Light of big box!!! Shame on you!,2/1/25,initial,2,0,1,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzE2NDM1MTA4MjYzNzM0Njk=,0,341,0 days,double down on your dei efforts and you will become the bud light of big box!!! shame on you!,double down on your dei efforts and you will become the bud light of big box!!! shame on you!,1,-1 (Anti-DEI),-1 (Boycott/Negative),-1 (Anti-DEI),-1 (Boycott/Negative),-1,-1,-1,-1
Costco,2/11/25 9:00,Y29tbWVudDoxMDQxNzYyOTI3OTgxODcwXzQ5NDM4OTY2MzcxMTE2Mg==,Y29tbWVudDoxMDQxNzYyOTI3OTgxODcwXzE3MDY4NTg2Njk4NTk5MjA=,"Sams Club is just as good , if not better. And no DEI!",2/16/25,reply,10,0,1,Y29tbWVudDoxMDQxNzYyOTI3OTgxODcwXzE3MDY4NTg2Njk4NTk5MjA=,1,0,0 days,"sams club is just as good , if not better. and no dei!","love costco → sams club is just as good , if not better. and no dei!",1,-1 (Anti-DEI),0 (Neutral/Unclear/No PI),-1 (Anti-DEI),0 (Neutral/Unclear towards DEI),-1,0,-1,0
Costco,2/22/25 13:00,Y29tbWVudDoxMDUwNDM1MDc3MTE0NjU1XzEyNzM1OTgwNTAzODI3MTU=,Y29tbWVudDoxMDUwNDM1MDc3MTE0NjU1XzExNDk0MDAxNTMyNTk0NjE=,not in Texas,3/2/25,reply,1,0,1,Y29tbWVudDoxMDUwNDM1MDc3MTE0NjU1XzkyMDE2MTg5MzY2MjY0NTI=,2,4,7 days,not in texas,i like the skin on ! → all pork belly in costco have a skin on now → not in texas,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/28/25 15:40,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzEyNTk2MjUyMjg2MDQ2NTA=,,Thank you Costco ! We appreciate you !!,2/1/25,initial,124,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzEyNTk2MjUyMjg2MDQ2NTA=,0,520,0 days,thank you costco ! we appreciate you !!,thank you costco ! we appreciate you !!,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),1 (Buy/Positive),0,0.5,0,0
Target,1/24/25 8:17,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzEyODMzNzYxNzYyMTQyMTM=,,You all need to release a statement regarding your decision to end DEI policies at Target. I’ve always loved how inclusive you guys were and I’m shocked and deeply saddened by your decision.,1/31/25,initial,263,0,0,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzEyODMzNzYxNzYyMTQyMTM=,0,488,0 days,you all need to release a statement regarding your decision to end dei policies at target. ive always loved how inclusive you guys were and im shocked and deeply saddened by your decision.,you all need to release a statement regarding your decision to end dei policies at target. ive always loved how inclusive you guys were and im shocked and deeply saddened by your decision.,1,1 (Pro-DEI),0 (Neutral/Unclear towards DEI),1 (Pro-DEI),0 (Neutral/Unclear towards DEI),1,0,1,0
Costco,1/21/25 12:00,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2XzkwNDI2MzUyNDg5Mzc4Nw==,,"Thank you for not succumbing to pressure to halt your DEI programs! To express my support, I joined Costco last week (even though my house is too small to store most Costco-size packages) and I just bought a couple of shares of stock. I hope it helps",1/31/25,initial,33,0,1,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2XzkwNDI2MzUyNDg5Mzc4Nw==,0,458,0 days,"thank you for not succumbing to pressure to halt your dei programs! to express my support, i joined costco last week (even though my house is too small to store most costco-size packages) and i just bought a couple of shares of stock. i hope it helps","thank you for not succumbing to pressure to halt your dei programs! to express my support, i joined costco last week (even though my house is too small to store most costco-size packages) and i just bought a couple of shares of stock. i hope it helps",1,1 (Pro-DEI),1 (Buy/Positive),1 (Pro-DEI),1 (Buy/Positive),1,1,1,1
Costco,1/27/25 15:18,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzkxOTYzNDYzMTM3OTMxMTI=,,"Target Rolls Back DEI, Joining Other Major Companies Like Walmart, Meta .... the PEOPLE have spoken! Your turn cause I will CANCEL after many years as well!!!!",2/1/25,initial,0,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzkxOTYzNDYzMTM3OTMxMTI=,0,899,0 days,"target rolls back dei, joining other major companies like walmart, meta .... the people have spoken! your turn cause i will cancel after many years as well!!!!","target rolls back dei, joining other major companies like walmart, meta .... the people have spoken! your turn cause i will cancel after many years as well!!!!",1,1 (Pro-DEI),-1 (Boycott/Negative),1 (Pro-DEI),-1 (Boycott/Negative),1,-1,1,-1
Delta,2/4/25 11:57,Y29tbWVudDoxMDE1MDM2Mzc3MzExOTQxXzExODc4MzgxMDYyODQ2Nzg=,,"THIS DEI PILOT EVIL WOMEN HAD 4 WEEKS WITH HER PILOT LICENCE!! No, a pilot with only 4 weeks of license experience would not be allowed to act as either the pilot-in-command (pilot) or co-pilot on a commercial flight due to extremely limited experience and the strict safety regulations governing commercial aviation; most airlines have significantly higher minimum flight hour requirements, even for co-pilot positions.",2/22/25,initial,0,0,1,Y29tbWVudDoxMDE1MDM2Mzc3MzExOTQxXzExODc4MzgxMDYyODQ2Nzg=,0,114,0 days,"this dei pilot evil women had 4 weeks with her pilot licence!! no, a pilot with only 4 weeks of license experience would not be allowed to act as either the pilot-in-command (pilot) or co-pilot on a commercial flight due to extremely limited experience and the strict safety regulations governing commercial aviation; most airlines have significantly higher minimum flight hour requirements, even for co-pilot positions.","this dei pilot evil women had 4 weeks with her pilot licence!! no, a pilot with only 4 weeks of license experience would not be allowed to act as either the pilot-in-command (pilot) or co-pilot on a commercial flight due to extremely limited experience and the strict safety regulations governing commercial aviation; most airlines have significantly higher minimum flight hour requirements, even for co-pilot positions.",1,-1 (Anti-DEI),0 (Neutral/Unclear towards DEI),-1 (Anti-DEI),0 (Neutral/Unclear towards DEI),-1,0,-1,0
Google,2/5/25 9:03,Y29tbWVudDoxMTc3MTQ3NzcwNDMzMzIyXzExNzMwNzMzMTEwNjQxODc=,,GULF OF MEXICO.,2/13/25,initial,0,0,0,Y29tbWVudDoxMTc3MTQ3NzcwNDMzMzIyXzExNzMwNzMzMTEwNjQxODc=,0,122,0 days,gulf of mexico.,gulf of mexico.,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/23/25 9:00,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzExNTUxMDA3MTk1ODYzNDQ=,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzU3ODczMzc0NDk5MjY1NA==,"well you continue to comment, which supports them! So thank you!",1/25/25,reply,0,0,1,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzM3Mjk3NDI1MzA2NTkwODg=,6,0,0 days,"well you continue to comment, which supports them! so thank you!","sorry, i dont entertain arguments with bot accounts that have 3 friends. thanks for commenting and supporting costco though! → dont mistake that im supporting costco. cancelled our membership yesterday. → well you continue to comment, which supports them! so thank you!",0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0,0,0,0
Target,2/2/25 11:06,Y29tbWVudDoxMTcxMzM2NDkxMDE4NDA3XzE1MjE1ODcwMjg1MTEwMDQ=,,Yall really tried,2/21/25,initial,0,0,0,Y29tbWVudDoxMTcxMzM2NDkxMDE4NDA3XzE1MjE1ODcwMjg1MTEwMDQ=,0,719,0 days,yall really tried,yall really tried,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Target,2/2/25 11:06,Y29tbWVudDoxMTcxMzM2NDkxMDE4NDA3XzEyODMyNjA2OTI5Nzg4OTI=,,Hahahahahahahahaahahahahahahahahahahahaha,2/7/25,initial,0,0,0,Y29tbWVudDoxMTcxMzM2NDkxMDE4NDA3XzEyODMyNjA2OTI5Nzg4OTI=,0,719,0 days,hahahahahahahahaahahahahahahahahahahahaha,hahahahahahahahaahahahahahahahahahahahaha,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/23/25 9:00,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzExMjIwMzI2MDU4MDAyNzU=,,Can white people sue for discrimination? What does DEI include?,2/1/25,initial,0,0,1,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzExMjIwMzI2MDU4MDAyNzU=,0,603,0 days,can white people sue for discrimination? what does dei include?,can white people sue for discrimination? what does dei include?,1,-1 (Anti-DEI),0 (Neutral/Unclear/No PI),-1 (Anti-DEI),0 (Neutral/Unclear/No PI),-1,0,-1,0
Costco,1/21/25 12:00,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2XzE2ODI0NDAyNjkzNTE3MzY=,,Thank you Costco!!!,1/31/25,initial,0,0,1,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2XzE2ODI0NDAyNjkzNTE3MzY=,0,458,0 days,thank you costco!!!,thank you costco!!!,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0,0,0,0
